heat shock 90kDa protein 1, alpha^ex_id=4-(1,3-benzodioxol-5-yl)-5-(5-ethyl-2,4-dihydroxyphenyl)-2h-pyrazole-3-carboxylic acid^source=drugbank^keyspace=1	3320
ATPase, Na+/K+ transporting, alpha 1 polypeptide^ex_id=acetyldigitoxin^source=drugbank^keyspace=1	476
lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)^ex_id=tetradecane^source=drugbank^keyspace=1	4047
mitogen-activated protein kinase 10^ex_id=9-(4-hydroxyphenyl)-2,7-phenanthroline^source=drugbank^keyspace=1	5602
angiotensin II receptor, type 1^ex_id=telmisartan^source=drugbank^keyspace=1	185
acyl-Coenzyme A dehydrogenase family, member 8^ex_id=methacrylyl-coenzyme a^source=drugbank^keyspace=1	27034
tyrosyl-tRNA synthetase^ex_id=tyrosinal^source=drugbank^keyspace=1	8565
O-6-methylguanine-DNA methyltransferase^ex_id=s-methylcysteine^source=drugbank^keyspace=1	4255
solute carrier family 6 (neurotransmitter transporter, serotonin), member 4^ex_id=citalopram^source=drugbank^keyspace=1	6532
cytochrome P450, family 2, subfamily A, polypeptide 6^ex_id=methoxsalen^source=drugbank^keyspace=1	1548
potassium inwardly-rectifying channel, subfamily J, member 1^ex_id=glimepiride^source=drugbank^keyspace=1	3758	3767
mitochondrially encoded 16S RNA^ex_id=2-deoxy-2,3-dehydro-n-acetyl-neuraminic acid^source=drugbank^keyspace=1	4550	4759
cyclin-dependent kinase 2^ex_id=(2e,3s)-3-hydroxy-5'-[(4-hydroxypiperidin-1-yl)sulfonyl]-3-methyl-1,3-dihydro-2,3'-biindol-2'(1'h)-one^source=drugbank^keyspace=1	1017
matrix metalloproteinase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)^ex_id=2-{[formyl(hydroxy)amino]methyl}-4-methylpentanoic acid^source=drugbank^keyspace=1	4318
tumor necrosis factor receptor superfamily, member 1A^ex_id=6-[3-(4-morpholinyl)propyl]-2-(3-nitrophenyl)-5-thioxo-5,6,-dihydro-7h-thienol[2',3':4,5]pyrrolo[1,2-c]imidazol-7-one^source=drugbank^keyspace=1	7132
deoxycytidine kinase^ex_id=2'-deoxycytidine^source=drugbank^keyspace=1	1633
adrenergic, alpha-1B-, receptor^ex_id=midodrine^source=drugbank^keyspace=1	147	148
mannose-6-phosphate receptor binding protein 1^ex_id=galsulfase^source=drugbank^keyspace=1	10226
gamma-aminobutyric acid (GABA) A receptor, alpha 1^ex_id=methylphenobarbital^source=drugbank^keyspace=1	2554
peroxisome proliferative activated receptor, gamma^ex_id=2-{5-[3-(6-benzoyl-1-propylnaphthalen-2-yloxy)propoxy]indol-1-yl}ethanoic acid^source=drugbank^keyspace=1	5468
cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)^ex_id=fumarate^source=drugbank^keyspace=1	9620
amylase, alpha 1C; salivary^ex_id=4,6-dideoxy-4-amino-alpha-d-glucose^source=drugbank^keyspace=1	278	279
gamma-aminobutyric acid (GABA) A receptor, alpha 1^ex_id=pentobarbital^source=drugbank^keyspace=1	2554
interleukin 11 receptor, alpha^ex_id=oprelvekin^source=drugbank^keyspace=1	3590
phosphoenolpyruvate carboxykinase 1 (soluble)^ex_id=1-allyl-3-butyl-8-(n-acetyl-4-aminobenzyl)-xanthine^source=drugbank^keyspace=1	5105
progesterone receptor^ex_id=methyltrienolone^source=drugbank^keyspace=1	5241
cholinergic receptor, muscarinic 1^ex_id=ethopropazine^source=drugbank^keyspace=1	1128	116443
protease, serine, 15^ex_id=2-(4-morpholinyl)-8-phenyl-4h-1-benzopyran-4-one^source=drugbank^keyspace=1	9361
interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)^ex_id=5-mercapto-2-nitro-benzoic acid^source=drugbank^keyspace=1	3593
glutamate receptor, ionotropic, N-methyl-D-aspartate 3A^ex_id=rolicyclidine^source=drugbank^keyspace=1	116443
adrenergic, alpha-2A-, receptor^ex_id=methyldopa^source=drugbank^keyspace=1	150
gamma-aminobutyric acid (GABA) A receptor, alpha 1^ex_id=flurazepam^source=drugbank^keyspace=1	2554	2555	2556	2557	2558	2559	2560	2561	2562
adrenergic, alpha-2A-, receptor^ex_id=lofexidine^source=drugbank^keyspace=1	150	151	152
topoisomerase (DNA) I, mitochondrial^ex_id=irinotecan^source=drugbank^keyspace=1	116447	7150
phosphoinositide-3-kinase, catalytic, gamma polypeptide^ex_id=5-quinoxalin-6-ylmethylene-thiazolidine-2,4-dione^source=drugbank^keyspace=1	5294
complement component 5^ex_id=eculizumab^source=drugbank^keyspace=1	727
hydroxyacylglutathione hydrolase^ex_id=s-(n-hydroxy-n-bromophenylcarbamoyl)glutathione^source=drugbank^keyspace=1	3029
dUTP pyrophosphatase^ex_id=deoxyuridine-5'-diphosphate^source=drugbank^keyspace=1	1854
collagen, type I, alpha 1^ex_id=palifermin^source=drugbank^keyspace=1	1277	1281	1291	2260	2261	2263	2264	3339	8829
glucose phosphate isomerase^ex_id=5-phosphoarabinonic acid^source=drugbank^keyspace=1	2821
cholinergic receptor, muscarinic 3^ex_id=darifenacin^source=drugbank^keyspace=1	1131
cholinergic receptor, muscarinic 1^ex_id=oxyphenonium^source=drugbank^keyspace=1	1128
NoDesc^ex_id=3-deoxyguanosine^source=drugbank^keyspace=1	647088
calcium-sensing receptor (hypocalciuric hypercalcemia 1, severe neonatal hyperparathyroidism)^ex_id=cinacalcet^source=drugbank^keyspace=1	846
glyoxalase I^ex_id=2-sulfhydryl-ethanol^source=drugbank^keyspace=1	2739	5265	55163
epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)^ex_id=gefitinib^source=drugbank^keyspace=1	1956
bactericidal/permeability-increasing protein^ex_id=di-stearoyl-3-sn-phosphatidylcholine^source=drugbank^keyspace=1	671
glutamate receptor, ionotropic, N-methyl-D-aspartate 3A^ex_id=ethanol^source=drugbank^keyspace=1	116443	2554	2741	2742
albumin^ex_id=2-bromo-2-chloro-1,1,1-trifluoroethane^source=drugbank^keyspace=1	213
branched chain aminotransferase 2, mitochondrial^ex_id=n-[o-phosphono-pyridoxyl]-isoleucine^source=drugbank^keyspace=1	587
mitogen-activated protein kinase 14^ex_id=4-(2-hydroxybenzylamino)-n-(3-(4-fluorophenoxy)phenyl)piperidine-1-sulfonamide^source=drugbank^keyspace=1	1432
transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase)^ex_id=5'-guanosine-diphosphate-monothiophosphate^source=drugbank^keyspace=1	7053
5-hydroxytryptamine (serotonin) receptor 1B^ex_id=dihydroergotamine^source=drugbank^keyspace=1	3351	3352	3356
amiloride binding protein 1 (amine oxidase (copper-containing))^ex_id=amiloride^source=drugbank^keyspace=1	26	40	41	5328	6337	6338	6339	6340	6548
monoamine oxidase A^ex_id=phenelzine^source=drugbank^keyspace=1	4128	4129	8639
squalene epoxidase^ex_id=terbinafine^source=drugbank^keyspace=1	6713
sodium channel, voltage-gated, type I, alpha^ex_id=phenacemide^source=drugbank^keyspace=1	6323
major histocompatibility complex, class II, DR beta 1^ex_id=glatiramer acetate^source=drugbank^keyspace=1	3123
adrenergic, alpha-2A-, receptor^ex_id=clonidine^source=drugbank^keyspace=1	150	6865
potassium voltage-gated channel, subfamily H (eag-related), member 2^ex_id=quinidine^source=drugbank^keyspace=1	3757	3775	5004	5243	6331	9424
angiotensin II receptor, type 1^ex_id=saprisartan^source=drugbank^keyspace=1	185
ATP-binding cassette, sub-family C (CFTR/MRP), member 2^ex_id=sulfinpyrazone^source=drugbank^keyspace=1	1244	4363
endothelin receptor type A^ex_id=bosentan^source=drugbank^keyspace=1	1909	1910	8647
methionyl aminopeptidase 2^ex_id=ovalicin^source=drugbank^keyspace=1	10988
sodium channel, voltage-gated, type XI, alpha^ex_id=cocaine^source=drugbank^keyspace=1	11280	1812	1814	4986	6331	6336	6529	6530	6531	6532
amylase, alpha 2A; pancreatic^ex_id=maltosyl-alpha (1,4)-d-gluconhydroximo-1,5-lactam^source=drugbank^keyspace=1	279
adrenergic, alpha-1B-, receptor^ex_id=trazodone^source=drugbank^keyspace=1	147	148	150	3269	3350	3356	6530	6532
growth hormone releasing hormone receptor^ex_id=sermorelin^source=drugbank^keyspace=1	2692
thymidylate synthetase^ex_id=leucovorin^source=drugbank^keyspace=1	7298
adrenergic, alpha-2A-, receptor^ex_id=fenoldopam^source=drugbank^keyspace=1	150	151	152	1812	1816
prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)^ex_id=meloxicam^source=drugbank^keyspace=1	5743
solute carrier family 12 (sodium/potassium/chloride transporters), member 1^ex_id=chlorthalidone^source=drugbank^keyspace=1	6557
fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)^ex_id=su4984^source=drugbank^keyspace=1	2263
neurocanthocytosis^ex_id=4-(acetylamino)-3-guanidinobenzoic acid^source=drugbank^keyspace=1	4663
dopamine receptor D2^ex_id=chlorpromazine^source=drugbank^keyspace=1	1813	213	3356
acetyl-Coenzyme A carboxylase alpha^ex_id=biotin^source=drugbank^keyspace=1	31	3141	32	5091	5095	5096	56922	64087	8884
cholinergic receptor, muscarinic 1^ex_id=arecoline^source=drugbank^keyspace=1	1128
aldo-keto reductase family 1, member B1 (aldose reductase)^ex_id=hydroxydimethylarsine oxide^source=drugbank^keyspace=1	231
epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)^ex_id=lapatinib^source=drugbank^keyspace=1	1956	2064
solute carrier family 38, member 3^ex_id=l-histidine^source=drugbank^keyspace=1	10991	3034	3035	51696
phospholipase A2, group IVA (cytosolic, calcium-dependent)^ex_id=medrysone^source=drugbank^keyspace=1	5321	866
ATX1 antioxidant protein 1 homolog (yeast)^ex_id=sucrose^source=drugbank^keyspace=1	475
integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)^ex_id=lfa703^source=drugbank^keyspace=1	3683
potassium large conductance calcium-activated channel, subfamily M, alpha member 1^ex_id=chlorzoxazone^source=drugbank^keyspace=1	3778
phosphatidylcholine transfer protein^ex_id=di-linoleoyl-3-sn-phosphatidylcholine^source=drugbank^keyspace=1	58488
androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease)^ex_id=cyproterone^source=drugbank^keyspace=1	367
cathepsin S^ex_id=morpholine-4-carboxylic acid [1-(2-benzylsulfanyl-1-formyl-ethylcarbamoyl)-2-phenyl-ethyl]-amide^source=drugbank^keyspace=1	1520
RNA, U108 small nucleolar^ex_id=2-methyl-propionic acid^source=drugbank^keyspace=1	6044
adenosine deaminase^ex_id=fludarabine^source=drugbank^keyspace=1	100	5422	596	6240	6772
adrenergic, alpha-1B-, receptor^ex_id=quetiapine^source=drugbank^keyspace=1	147	1812	1813	3269	3350	3356	3357	3358
natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A)^ex_id=erythrityl tetranitrate^source=drugbank^keyspace=1	4881	4882
angiotensin I converting enzyme (peptidyl-dipeptidase A) 1^ex_id=captopril^source=drugbank^keyspace=1	1636	1636	213	476
phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)^ex_id=s,s-(2-hydroxyethyl)thiocysteine^source=drugbank^keyspace=1	5142	5153	5268	7298	9361
phospholipase A2, group IIA (platelets, synovial fluid)^ex_id=4-(1-benzyl-3-carbamoylmethyl-2-methyl-1h-indol-5-yloxy)-butyric acid^source=drugbank^keyspace=1	5320
adrenergic, alpha-1A-, receptor^ex_id=perphenazine^source=drugbank^keyspace=1	148	1565	1812	1813	808
lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)^ex_id=r048-8071^source=drugbank^keyspace=1	4047
fibroblast growth factor 13^ex_id=1,4-dideoxy-5-dehydro-o2-sulfo-glucuronic acid^source=drugbank^keyspace=1	2258	9955
choline/ethanolamine phosphotransferase 1^ex_id=choline^source=drugbank^keyspace=1	10390	1103	1119	1120	122618	126969	162466	166929	23446	43	5130	5337	5338	55349	57153	590	60482	80736	9468
vitamin D (1,25- dihydroxyvitamin D3) receptor^ex_id=seocalcitol^source=drugbank^keyspace=1	7421
adenylosuccinate lyase^ex_id=mercaptopurine^source=drugbank^keyspace=1	158	270	271	272	2766	3251	3614	3615	51292	80347	8833
coagulation factor II (thrombin)^ex_id=trans-4-(guanidinomethyl)-cyclohexane-l-yl-d-3-cyclohexylalanyl-l-azetidine-2-yl-d-tyrosinyl-l-homoargininamide^source=drugbank^keyspace=1	2147
albumin^ex_id=cefalotin^source=drugbank^keyspace=1	213	57124
albumin^ex_id=gatifloxacin^source=drugbank^keyspace=1	213	7153
cholinergic receptor, muscarinic 1^ex_id=succinylcholine^source=drugbank^keyspace=1	1128
prostaglandin F receptor (FP)^ex_id=latanoprost^source=drugbank^keyspace=1	5737
retinoic acid receptor, alpha^ex_id=tamibarotene^source=drugbank^keyspace=1	5914	5915
kinesin family member 11^ex_id=monastrol^source=drugbank^keyspace=1	3832
eukaryotic translation initiation factor 4E^ex_id=7-methyl-gpppa^source=drugbank^keyspace=1	1977	28960
solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2^ex_id=sibutramine^source=drugbank^keyspace=1	6530	6532
cytochrome P450, family 27, subfamily B, polypeptide 1^ex_id=calcitriol^source=drugbank^keyspace=1	1594	7421
ornithine carbamoyltransferase^ex_id=n-(phosphonoacetyl)-l-ornithine^source=drugbank^keyspace=1	5009
protein tyrosine phosphatase, non-receptor type 1^ex_id=2-{4-[(2s)-2-[({[(1s)-1-carboxy-2-phenylethyl]amino}carbonyl)amino]-3-oxo-3-(pentylamino)propyl]phenoxy}malonic acid^source=drugbank^keyspace=1	5770
NoDesc^ex_id=guanosine^source=drugbank^keyspace=1	647088
dopamine receptor D1^ex_id=chlorprothixene^source=drugbank^keyspace=1	1812	1813	1814	3269	3356	3357	3358
protein tyrosine phosphatase, non-receptor type 1^ex_id=pnu177836^source=drugbank^keyspace=1	5770
renin^ex_id=remikiren^source=drugbank^keyspace=1	5972
cytochrome P450, family 19, subfamily A, polypeptide 1^ex_id=letrozole^source=drugbank^keyspace=1	1588	2064	2099
protease, serine, 15^ex_id=imidazopyridazin 1^source=drugbank^keyspace=1	9361
adrenergic, alpha-1A-, receptor^ex_id=epinephrine^source=drugbank^keyspace=1	148	153	154	5053
fatty acid binding protein 7, brain^ex_id=gamma-homolinolenic acid^source=drugbank^keyspace=1	2173	5742	5743
ADP-ribosylation factor-like 5^ex_id=guanosine-5'-diphosphate^source=drugbank^keyspace=1	26225	2762	378	387	4831	5879	5911	7052	7053	9367
cytochrome P450, family 2, subfamily R, polypeptide 1^ex_id=ergocalciferol^source=drugbank^keyspace=1	120227	1594	7421
sodium channel, voltage-gated, type X, alpha^ex_id=dyclonine^source=drugbank^keyspace=1	6336
adrenergic, beta-1-, receptor^ex_id=bevantolol^source=drugbank^keyspace=1	153
adrenergic, beta-1-, receptor^ex_id=nebivolol^source=drugbank^keyspace=1	153
phosphodiesterase 5A, cGMP-specific^ex_id=udenafil^source=drugbank^keyspace=1	8654
Fc fragment of IgG, high affinity Ia, receptor (CD64)^ex_id=natalizumab^source=drugbank^keyspace=1	2209	2212	2213	2214	2215	3383	3676	712	713	714	715
carbonic anhydrase II^ex_id=(r)-n-(3-indol-1-yl-2-methyl-propyl)-4-sulfamoyl-benzamide^source=drugbank^keyspace=1	760
5-hydroxytryptamine (serotonin) receptor 1B^ex_id=naratriptan^source=drugbank^keyspace=1	3351	3352	3355
solute carrier family 15 (oligopeptide transporter), member 1^ex_id=cyclacillin^source=drugbank^keyspace=1	6564
albumin^ex_id=cefoperazone^source=drugbank^keyspace=1	213
prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)^ex_id=tenoxicam^source=drugbank^keyspace=1	5742	5743
arginine vasopressin receptor 1A^ex_id=desmopressin^source=drugbank^keyspace=1	552	553
carbonic anhydrase II^ex_id=6-oxo-8,9,10,11-tetrahydro-7h-cyclohepta[c][1]benzopyran-3-o-sulfamate^source=drugbank^keyspace=1	760
3-phosphoinositide dependent protein kinase-1^ex_id=celecoxib^source=drugbank^keyspace=1	5170	5743
matrix metalloproteinase 3 (stromelysin 1, progelatinase)^ex_id=5-methyl-5-(4-phenoxy-phenyl)-pyrimidine-2,4,6-trione^source=drugbank^keyspace=1	4314
phospholipase A2, group IVA (cytosolic, calcium-dependent)^ex_id=flurandrenolide^source=drugbank^keyspace=1	5321	866
topoisomerase (DNA) II alpha 170kDa^ex_id=ofloxacin^source=drugbank^keyspace=1	7153
C-terminal binding protein 1^ex_id=acetic acid^source=drugbank^keyspace=1	1487	27034	325	3816	4048	5054	5770	587	6352	65078	6902	7518	771
lipoic acid synthetase^ex_id=lipoic acid^source=drugbank^keyspace=1	11019	51601	8884
protein phosphatase 1, catalytic subunit, gamma isoform^ex_id=(2s,5r,8s,11r,12s,15s,18s,19s,e)-8-isobutyl-18-((5s,6s)-6-methoxy-3,5-dimethyl-7-phenylheptyl)-1,2,5,12,15,19-hexamethyl-3,6,9,13,16,20,25-heptaoxo-1,4,7,10,14,17,21-heptaazacyclopentacos-21-ene-11,22-dicarboxylic acid^source=drugbank^keyspace=1	5501
low density lipoprotein-related protein 2^ex_id=gentamicin^source=drugbank^keyspace=1	4036
ATPase, Na+/K+ transporting, alpha 1 polypeptide^ex_id=potassium^source=drugbank^keyspace=1	476
angiotensin II receptor, type 1^ex_id=losartan^source=drugbank^keyspace=1	185
NoDesc^ex_id=sri-9662^source=drugbank^keyspace=1	573971
cysteine dioxygenase, type I^ex_id=l-cysteine^source=drugbank^keyspace=1	1036	23584	2729	2730	2937	4255	51026	51380	79587	80704	833	875	9054
NoDesc^ex_id=peldesine^source=drugbank^keyspace=1	647088
histamine receptor H1^ex_id=dimenhydrinate^source=drugbank^keyspace=1	3269
heme oxygenase (decycling) 1^ex_id=2-phenylheme^source=drugbank^keyspace=1	3162
mitogen-activated protein kinase kinase 1^ex_id=5-bromo-n-(2,3-dihydroxypropoxy)-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide^source=drugbank^keyspace=1	5604
Janus kinase 2 (a protein tyrosine kinase)^ex_id=2-(1,1-dimethylethyl)9-fluoro-3,6-dihydro-7h-benz[h]-imidaz[4,5-f]isoquinolin-7-one^source=drugbank^keyspace=1	3717
histamine receptor H1^ex_id=cetirizine^source=drugbank^keyspace=1	3269
proteasome (prosome, macropain) subunit, beta type, 1^ex_id=bortezomib^source=drugbank^keyspace=1	5689	5690	5693	5707	5708
carbonic anhydrase II^ex_id=mercuribenzoic acid^source=drugbank^keyspace=1	760
adrenergic, alpha-1A-, receptor^ex_id=trifluoperazine^source=drugbank^keyspace=1	148	1813	495
sodium channel, voltage-gated, type X, alpha^ex_id=oxybuprocaine^source=drugbank^keyspace=1	6336
aldo-keto reductase family 1, member B1 (aldose reductase)^ex_id=fidarestat^source=drugbank^keyspace=1	231
lymphocyte-specific protein tyrosine kinase^ex_id=(4-{2-acetylamino-2-[1-(3-carbamoyl-4-cyclohexylmethoxy-phenyl)-ethylcarbamoyl}-ethyl}-2-phosphono-phenoxy)-acetic acid^source=drugbank^keyspace=1	3932
3-hydroxy-3-methylglutaryl-Coenzyme A reductase^ex_id=coenzyme a^source=drugbank^keyspace=1	3156	8435
aldo-keto reductase family 1, member B1 (aldose reductase)^ex_id=idd552^source=drugbank^keyspace=1	231
nuclear receptor subfamily 1, group H, member 2^ex_id=(3-{3-[[2-chloro-3-(trifluoromethyl)benzyl](2,2-diphenylethyl)amino]propoxy}phenyl)acetic acid^source=drugbank^keyspace=1	7376
protein tyrosine phosphatase, non-receptor type 1^ex_id=[[4-(aminomethyl)phenyl]amino]oxo-acetic acid,^source=drugbank^keyspace=1	5770
dopamine receptor D1^ex_id=prochlorperazine^source=drugbank^keyspace=1	1812	1813	3269	3356
pyruvate kinase, liver and RBC^ex_id=2-phosphoglycolic acid^source=drugbank^keyspace=1	5313
DNA (cytosine-5-)-methyltransferase 1^ex_id=azacitidine^source=drugbank^keyspace=1	1786
solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2^ex_id=protriptyline^source=drugbank^keyspace=1	6530	6532
adrenergic, beta-1-, receptor^ex_id=esmolol^source=drugbank^keyspace=1	153
cholinergic receptor, muscarinic 1^ex_id=metoclopramide^source=drugbank^keyspace=1	1128	1813
albumin^ex_id=halothane^source=drugbank^keyspace=1	213	2554	27032	2741	2890	3760	3763	3778	3783	387129	4535	513	54331	6010
Fc fragment of IgG, high affinity Ia, receptor (CD64)^ex_id=efalizumab^source=drugbank^keyspace=1	2209	2212	2213	2214	2215	3683	712	713	714	715
protein C (inactivator of coagulation factors Va and VIIIa)^ex_id=sodium tetradecyl sulfate^source=drugbank^keyspace=1	5624
protein tyrosine phosphatase, non-receptor type 1^ex_id={[7-(difluoro-phosphono-methyl)-naphthalen-2-yl]-difluoro-methyl}-phosphonic acid^source=drugbank^keyspace=1	5770
decapping enzyme, scavenger^ex_id=mrna cap analog n7-methyl gpppg^source=drugbank^keyspace=1	28960
butyrylcholinesterase^ex_id=methyl phosphinic acid^source=drugbank^keyspace=1	590
carbonic anhydrase II^ex_id=4-(aminosulfonyl)-n-[(4-fluorophenyl)methyl]-benzamide^source=drugbank^keyspace=1	760
tyrosine hydroxylase^ex_id=metyrosine^source=drugbank^keyspace=1	7054
adrenergic, beta-1-, receptor^ex_id=penbutolol^source=drugbank^keyspace=1	153	154	5004
phosphorylase, glycogen; liver (Hers disease, glycogen storage disease type VI)^ex_id=5-chloro-1h-indole-2-carboxylic acid{[cyclopentyl-(2-hydroxy-ethyl)-carbamoyl]-methyl}-amide^source=drugbank^keyspace=1	5836
cysteinyl leukotriene receptor 1^ex_id=amlexanox^source=drugbank^keyspace=1	10800	3562	6283	6284
v-akt murine thymoma viral oncogene homolog 1^ex_id=inositol 1,3,4,5-tetrakisphosphate^source=drugbank^keyspace=1	207	27071	57664	695
carbonic anhydrase II^ex_id=al5927^source=drugbank^keyspace=1	760
phenylalanine hydroxylase^ex_id=quinonoid 7,8-tetrahydrobiopterin^source=drugbank^keyspace=1	5053
nanos homolog 2 (Drosophila)^ex_id=n,n-dimethylarginine^source=drugbank^keyspace=1	339345
dopamine receptor D1^ex_id=zuclopenthixol^source=drugbank^keyspace=1	1812	1813	1816
thyroid peroxidase^ex_id=carbimazole^source=drugbank^keyspace=1	7173
cardiotrophin-like cytokine^ex_id=para-mercury-benzenesulfonic acid^source=drugbank^keyspace=1	23529
actin, alpha 1, skeletal muscle^ex_id=dornase alfa^source=drugbank^keyspace=1	58
D component of complement (adipsin)^ex_id=isatoic anhydride^source=drugbank^keyspace=1	1675
gamma-aminobutyric acid (GABA) A receptor, alpha 1^ex_id=zaleplon^source=drugbank^keyspace=1	2554	706
coagulation factor VII (serum prothrombin conversion accelerator)^ex_id=(2r)-({4-[amino(imino)methyl]phenyl}amino){5-ethoxy-2-fluoro-3-[(3r)-tetrahydrofuran-3-yloxy]phenyl}aceticacid^source=drugbank^keyspace=1	2155
protein tyrosine phosphatase, non-receptor type 1^ex_id=novo nordisk a/s compound^source=drugbank^keyspace=1	5770
leprecan-like 2^ex_id=succinic acid^source=drugbank^keyspace=1	10536	1468	444	5019	5033	5351	55214	55217	56670	6389	6390	6391	6392	64064	64175	64849	6561	7915	8424	8630	8801	8802	8803	8803	8974	8985	9058
chitinase 1 (chitotriosidase)^ex_id=argifin^source=drugbank^keyspace=1	1118
coagulation factor VII (serum prothrombin conversion accelerator)^ex_id=2-[2-ethanesulfonylamino-3-(1h-indol-3-yl)-propionylamino]-pentanedioic acid 5-amide 1-(4-carbamim idoyl-benzylamide)^source=drugbank^keyspace=1	2155
cyclin-dependent kinase 2^ex_id=3-pyridin-4-yl-2,4-dihydro-indeno[1,2-.c.]pyrazole^source=drugbank^keyspace=1	1017
sodium channel, voltage-gated, type V, alpha (long QT syndrome 3)^ex_id=fosphenytoin^source=drugbank^keyspace=1	6331
glutathione S-transferase pi^ex_id=clomipramine^source=drugbank^keyspace=1	2950	3356	6530	6532
chemokine (C-C motif) ligand 2^ex_id=mimosine^source=drugbank^keyspace=1	6347	6470	7299
phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)^ex_id=(r)-rolipram^source=drugbank^keyspace=1	5142	5144
5-hydroxytryptamine (serotonin) receptor 1A^ex_id=fluvoxamine^source=drugbank^keyspace=1	3350	3356	6532
tubulin, beta polypeptide^ex_id=vinorelbine^source=drugbank^keyspace=1	203068
5-hydroxytryptamine (serotonin) receptor 2B^ex_id=fenfluramine^source=drugbank^keyspace=1	3357	3358
carbonic anhydrase II^ex_id=al7099a^source=drugbank^keyspace=1	760
crystallin, zeta (quinone reductase)^ex_id=dicumarol^source=drugbank^keyspace=1	1429	1728	79001
aldo-keto reductase family 1, member B1 (aldose reductase)^ex_id=sorbinil^source=drugbank^keyspace=1	231
solute carrier organic anion transporter family, member 1B1^ex_id=gemfibrozil^source=drugbank^keyspace=1	10599	4023	5465
adrenergic, alpha-1B-, receptor^ex_id=risperidone^source=drugbank^keyspace=1	147	148	153	1813	3269	3356
gamma-aminobutyric acid (GABA) A receptor, alpha 2^ex_id=bromazepam^source=drugbank^keyspace=1	2555
solute carrier family 38, member 3^ex_id=l-asparagine^source=drugbank^keyspace=1	10991	440	4677	6510	79731	80150
arginine vasopressin receptor 1A^ex_id=felypressin^source=drugbank^keyspace=1	552
